"movieid"	"tconst"	"title"	"MPAA"	"genre"	"poster_url"	"description"	"reviewBody"	"keywords"	"imdb_rating"	"num_imdb_votes"
"56251"	"tt0471711"	"Futurama: Bender&apos;s Big Score"	"Not Rated"	"['Animation', 'Comedy', 'Musical']"	"https://m.media-amazon.com/images/M/MV5BM2U3NmRiNDItMDQwYy00Y2Q0LWJiYzItNjAzNThkZjFlM2RiXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_.jpg"	"Planet Express sees a hostile takeover and Bender falls into the hands of criminals where he is used to fulfill their schemes."	""	"reference to troy mcclure,female nudity,paradox,time travel,30th century"	"7.6"	"34159"
"56274"	"tt0757361"	"Margot at the Wedding"	"R"	"['Comedy', 'Drama']"	"https://m.media-amazon.com/images/M/MV5BMTI4MTU2OTk3OF5BMl5BanBnXkFtZTYwMjE2MjY2._V1_.jpg"	"Margot and her son Claude decide to visit her sister Pauline after she announces that she is marrying less-than-impressive Malcolm. In short order, the storm the sisters create leaves behind a mess of thrashed relationships and expos"	""	"wedding,writer,marital problem,family secret,scantily clad female"	"6.0"	"20322"
"56286"	"tt0368794"	"I&apos;m Not There"	"R"	"['Biography', 'Drama', 'Music']"	"https://m.media-amazon.com/images/M/MV5BMTY4MzM2MjcwNV5BMl5BanBnXkFtZTcwODg3MDU1MQ@@._V1_.jpg"	"Ruminations on the life of Bob Dylan, where six characters embody a different aspect of the musician&apos;s life and work."	""	"bare butt,voyeur,female voyeur,voyeurism,actor"	"6.8"	"58483"
"56333"	"tt0775529"	"The Savages"	"R"	"['Comedy', 'Drama']"	"https://m.media-amazon.com/images/M/MV5BMTU5NjMyMjk0OF5BMl5BanBnXkFtZTYwNzM4MDM4._V1_.jpg"	"A sister and brother face the realities of familial responsibility as they begin to care for their ailing father."	""	"dementia,theater for the new city,voice mail,hug,federal emergency management agency"	"7.1"	"37143"
"56336"	"tt0804555"	"Wrong Turn 2: Dead End"	"R"	"['Adventure', 'Horror']"	"https://m.media-amazon.com/images/M/MV5BMTM3MTgzZDYtZjlhOS00YTFhLTgzYTItZTdjNmI3MGNkODdhL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg"	"A group of reality show contestants find themselves fighting for their survival against a family of hideously deformed inbred cannibals who plan to ruthlessly butcher them all."	""	"breaking stereotype,direct to video sequel to theatrical movie,outdoor sex,dynamite,cannibalism"	"5.5"	"41598"
"55872"	"tt0426931"	"August Rush"	"PG"	"['Drama', 'Music']"	"https://m.media-amazon.com/images/M/MV5BNDIwNjE3NjU2NV5BMl5BanBnXkFtZTcwNTQ2NjQzMw@@._V1_.jpg"	"An orphaned musical prodigy uses his gift to try to find his birth parents."	""	"love,baby,cellist,prodigy,rhapsody"	"7.5"	"106735"
"55908"	"tt0756683"	"The Man from Earth"	"Not Rated"	"['Drama', 'Fantasy', 'Mystery']"	"https://m.media-amazon.com/images/M/MV5BMzQ5NGQwOTUtNWJlZi00ZTFiLWI0ZTEtOGU3MTA2ZGU5OWZiXkEyXkFqcGdeQXVyMTczNjQwOTY@._V1_.jpg"	"An impromptu goodbye party for Professor John Oldman becomes a mysterious interrogation after the retiring scholar reveals to his colleagues he has a longer and stranger past than they can imagine."	""	"single setting,dialogue driven,storytelling,cro magnon,heart attack"	"7.9"	"184281"
"55946"	"tt0891527"	"Lions for Lambs"	"R"	"['Crime', 'Drama', 'Mystery']"	"https://m.media-amazon.com/images/M/MV5BMTcyMzc0MzYyM15BMl5BanBnXkFtZTcwMTM2NDk0NA@@._V1_.jpg"	"Injuries sustained by two Army rangers behind enemy lines in Afghanistan set off a sequence of events involving a congressman, a journalist and a professor."	""	"infrared,the white house,woman wears eyeglasses,mgm,student"	"6.2"	"49595"
"55995"	"tt0442933"	"Beowulf"	"PG-13"	"['Animation', 'Action', 'Adventure']"	"https://m.media-amazon.com/images/M/MV5BMTUzMjM0MTc3MF5BMl5BanBnXkFtZTcwNzU0ODMyMw@@._V1_.jpg"	"The warrior Beowulf must fight and defeat the monster Grendel, who is terrorizing Denmark, then Grendel&apos;s Mother, who begins killing out of revenge."	""	"adult animation,beowulf character,king hrothgar character,character name as title,psychotronic film"	"6.3"	"166883"
"56003"	"tt0405336"	"Southland Tales"	"R"	"['Comedy', 'Drama', 'Mystery']"	"https://m.media-amazon.com/images/M/MV5BNDk0ZDY4NTItOTY3Zi00MjU1LTkzNDgtZjg1MDA3Nzc4YWRiXkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_.jpg"	"During a three-day heat wave just before a huge 4th of July celebration, an action star stricken with amnesia meets up with a porn star who is developing her own reality TV project, and a policeman who holds the key to a vast conspir"	""	"porn star,duplicate,anarchy,doppelganger,surveillance"	"5.3"	"38694"
"56012"	"tt0910873"	"An Evening with Kevin Smith 2: Evening Harder"	"Unrated"	"['Documentary', 'Comedy']"	"https://m.media-amazon.com/images/M/MV5BMTc1NzEyNzU5Ml5BMl5BanBnXkFtZTcwMzQ1OTc0MQ@@._V1_.jpg"	"In this second Q&amp;A with Kevin Smith he now enters the homes of some of his fans in Toronto and London."	""	"reference to the daily mirror the newspaper,reference to hilary duff,reference to george carlin,reference to bill cosby,reference to eddie izzard"	"7.7"	"3028"
"56022"	"tt0113264"	"Harrison Bergeron"	"R"	"['Sci-Fi']"	"https://m.media-amazon.com/images/M/MV5BZGYwYmMzZmYtZGQwZC00YTRjLWFlMTQtMzYxZWE4ODBmYWE3XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_.jpg"	"In a distant future, egalitarianism has created a truly equal state. The cost? The sacrifice of everything great about humankind. The question: is peace worth the price?"	""	"character name as series title,future,dystopia,reference to ludwig van beethoven,under achiever"	"7.3"	"2418"
"56060"	"tt0284363"	"Obsluhoval jsem anglického krále"	"R"	"['Comedy', 'Drama', 'Romance']"	"https://m.media-amazon.com/images/M/MV5BMTU2NjQ5NjkzMl5BMl5BanBnXkFtZTcwOTI3NDU3MQ@@._V1_.jpg"	"A look at the glamorous life at an old-world Prague hotel."	""	"prague czechoslovakia,nazi,1930s,1920s,persecution of jews"	"7.4"	"7744"
"56145"	"tt0884328"	"The Mist"	"R"	"['Horror', 'Sci-Fi', 'Thriller']"	"https://m.media-amazon.com/images/M/MV5BMTU2NjQyNDY1Ml5BMl5BanBnXkFtZTcwMTk1MDU1MQ@@._V1_.jpg"	"A freak storm unleashes a species of bloodthirsty creatures on a small town, where a small band of citizens hole up in a supermarket and fight for their lives."	""	"survival horror,survival,religious fanatic,fog,giant insect"	"7.2"	"298456"
"56152"	"tt0461770"	"Enchanted"	"PG"	"['Animation', 'Adventure', 'Comedy']"	"https://m.media-amazon.com/images/M/MV5BMjE4NDQ2Mjc0OF5BMl5BanBnXkFtZTcwNzQ2NDE1MQ@@._V1_.jpg"	"A young maiden in a land called Andalasia, who is prepared to be wed, is sent away to New York City by an evil Queen, where she falls in love with a lawyer."	""	"fairy tale,new york,new york city,love,prince"	"7.1"	"194046"
"55687"	"tt0912592"	"My Kid Could Paint That"	"PG-13"	"['Documentary', 'Family', 'Mystery']"	"https://m.media-amazon.com/images/M/MV5BMTIyMjY4OTQwNV5BMl5BanBnXkFtZTcwMzE5NjA1MQ@@._V1_.jpg"	"A look at the work and surprising success of a four-year-old girl whose paintings have been compared to the likes of Picasso and has raked in hundreds of thousands of dollars."	""	"art documentary,art,artist,painting,little girl"	"7.1"	"3371"
"55721"	"tt0861739"	"Tropa de Elite"	"R"	"['Action', 'Crime', 'Drama']"	"https://m.media-amazon.com/images/M/MV5BYmI1ODU5ZjMtNWUyNC00YzllLThjNzktODE1M2E4OTVmY2E5XkEyXkFqcGdeQXVyMTExNzQzMDE0._V1_.jpg"	"In 1997 Rio de Janeiro, Captain Nascimento has to find a substitute for his position while trying to take down drug dealers and criminals before the Pope visits."	""	"copaganda,police,rio de janeiro brazil,slum,favela"	"8.0"	"102565"
"55729"	"tt0388182"	"King of California"	"PG-13"	"['Comedy', 'Drama']"	"https://m.media-amazon.com/images/M/MV5BMzQxMzIzMjY3N15BMl5BanBnXkFtZTcwMDMzMjM1MQ@@._V1_.jpg"	"An unstable dad who after getting out of a mental institution tries to convince his daughter that there&apos;s Spanish gold buried somewhere under suburbia."	""	"reference to chuck e. cheese,harley davidson,motor vehicle,automobile,swedish car"	"6.6"	"22893"
"55765"	"tt0765429"	"American Gangster"	"R"	"['Biography', 'Crime', 'Drama']"	"https://m.media-amazon.com/images/M/MV5BMjFmZGI2YTEtYmJhMS00YTE5LWJjNjAtNDI5OGY5ZDhmNTRlXkEyXkFqcGdeQXVyODAwMTU1MTE@._V1_.jpg"	"An outcast New York City cop is charged with bringing down Harlem drug lord Frank Lucas, whose real life inspired this partly biographical film."	""	"new york city,police,mobster,mob boss,gangster"	"7.8"	"417322"
"55768"	"tt0389790"	"Bee Movie"	"PG"	"['Animation', 'Adventure', 'Comedy']"	"https://m.media-amazon.com/images/M/MV5BMjE1MDYxOTA4MF5BMl5BanBnXkFtZTcwMDE0MDUzMw@@._V1_.jpg"	"Barry B. Benson, a bee just graduated from college, is disillusioned at his lone career choice: making honey. On a special trip outside the hive, Barry&apos;s life is saved by Vanessa, a florist in New York City. As their relationship blo"	""	"jazz,larry king character,honey,surrealism,exploitation"	"6.1"	"156992"
"55805"	"tt0292963"	"Before the Devil Knows You&apos;re Dead"	"R"	"['Crime', 'Drama', 'Thriller']"	"https://m.media-amazon.com/images/M/MV5BMTQ1NzM2ODQxNF5BMl5BanBnXkFtZTcwMDczMDU1MQ@@._V1_.jpg"	"When two brothers organize the robbery of their parents&apos; jewelry store the job goes horribly wrong, triggering a series of events that sends them, their father and one brother&apos;s wife hurtling towards a shattering climax."	""	"robbery,sex scene,brother in law sister in law relationship,cheating wife,film starts with sex"	"7.3"	"102663"
"55814"	"tt0401383"	"Le scaphandre et le papillon"	"PG-13"	"['Biography', 'Drama']"	"https://m.media-amazon.com/images/M/MV5BMTc3MjkzMDkxN15BMl5BanBnXkFtZTcwODAyMTU1MQ@@._V1_.jpg"	"The true story of Elle editor Jean-Dominique Bauby who suffers a stroke and has to live with an almost totally paralyzed body; only his left eye isn&apos;t paralyzed."	""	"coma,writing,hospital,based on autobiography,nurse"	"8.0"	"106922"
"55820"	"tt0477348"	"No Country for Old Men"	"R"	"['Crime', 'Drama', 'Thriller']"	"https://m.media-amazon.com/images/M/MV5BMjA5Njk3MjM4OV5BMl5BanBnXkFtZTcwMTc5MTE1MQ@@._V1_.jpg"	"Violence and mayhem ensue after a hunter stumbles upon a drug deal gone wrong and more than two million dollars in cash near the Rio Grande."	""	"texas,neo western,sheriff,contemporary western,cold blooded murder"	"8.2"	"935557"
"55830"	"tt0799934"	"Be Kind Rewind"	"PG-13"	"['Comedy']"	"https://m.media-amazon.com/images/M/MV5BMTU4MjY2MTU2MV5BMl5BanBnXkFtZTYwNjUzODc4._V1_.jpg"	"Two bumbling store clerks inadvertently erase the footage from all of the tapes in their video rental store. In order to keep the business running, they re-shoot every film in the store with their own camera, with a budget of zero do"	""	"vomiting,2000s,new jersey,mid atlantic,man wears eyeglasses"	"6.4"	"90860"
"55844"	"tt0496328"	"Itty Bitty Titty Committee"	"Not Rated"	"['Comedy', 'Drama', 'Romance']"	"https://m.media-amazon.com/images/M/MV5BMTU1NDEwOTY4MV5BMl5BanBnXkFtZTcwOTEwNjI0MQ@@._V1_.jpg"	"High School grad and all American gal, Anna, finds her purpose and herself after she hooks up with the radical feminists in The Itty Bitty Titty Committee."	""	"rebellion,feminism,phallic symbol,punk rock,feminist"	"5.4"	"2932"
"55363"	"tt0443680"	"The Assassination of Jesse James by the Coward Robert Ford"	"R"	"['Biography', 'Crime', 'Drama']"	"https://m.media-amazon.com/images/M/MV5BMTY2NDI2MTc2NV5BMl5BanBnXkFtZTcwNjA2NTQzMw@@._V1_.jpg"	"Robert Ford, who&apos;s idolized Jesse James since childhood, tries hard to join the reforming gang of the Missouri outlaw, but gradually becomes resentful of the bandit leader."	""	"jesse james character,bob ford character,long title,assassination,hero worship"	"7.5"	"177995"
"55391"	"tt0360323"	"10th &amp; Wolf"	"R"	"['Crime', 'Drama', 'Thriller']"	"https://m.media-amazon.com/images/M/MV5BMjE1NDE0Nzk3MV5BMl5BanBnXkFtZTcwMjE3ODQzMQ@@._V1_.jpg"	"A former street tough returns to his Philadelphia home after a stint in the military. Back on his home turf, he once again finds himself tangling with the mob boss who was instrumental in his going off to be a soldier."	""	"italian american,mobster,american mafia,philadelphia mob,mob boss"	"6.3"	"6424"
"55442"	"tt0808417"	"Persepolis"	"PG-13"	"['Animation', 'Biography', 'Drama']"	"https://m.media-amazon.com/images/M/MV5BMGRkZThmYzEtYjQxZC00OWEzLThjYjAtYzFkMjY0NGZkZWI4XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg"	"A precocious and outspoken Iranian girl grows up during the Islamic Revolution."	""	"iran,iranian revolution,based on comic book,female protagonist,f rated"	"8.0"	"93426"
"55444"	"tt0421082"	"Control"	"R"	"['Biography', 'Drama', 'Music']"	"https://m.media-amazon.com/images/M/MV5BNTEzOTYwMTcxN15BMl5BanBnXkFtZTcwNTgyNjI1MQ@@._V1_.jpg"	"A profile of Ian Curtis, the enigmatic singer of Joy Division whose personal, professional, and romantic troubles led him to commit suicide at the age of 23."	""	"singer,suicide,depression,husband wife relationship,punk rock"	"7.7"	"64544"
"55451"	"tt0866437"	"The Jane Austen Book Club"	"PG-13"	"['Comedy', 'Drama', 'Romance']"	"https://m.media-amazon.com/images/M/MV5BMTY5MTYwMzM3MF5BMl5BanBnXkFtZTcwOTAxODM1MQ@@._V1_.jpg"	"Six Californians start a club to discuss the works of Jane Austen, only to find their relationships -- both old and new -- begin to resemble 21st century versions of her novels."	""	"book club,infidelity,based on novel,title written by female,reference to jane austen"	"6.8"	"27447"
"55492"	"tt0454864"	"The Last Winter"	"Not Rated"	"['Horror', 'Mystery', 'Thriller']"	"https://m.media-amazon.com/images/M/MV5BMjE5NzYyNTU5MV5BMl5BanBnXkFtZTcwMTUyOTA1MQ@@._V1_.jpg"	"Sent to evaluate the environmental impact of oil drilling in the Arctic, James Hoffman clashes with the drilling crew&apos;s chief, who wants to get the job done."	""	"oil company,hallucination,arctic region,oil drilling,snow"	"5.5"	"9228"
"55553"	"tt0779982"	"Black Sheep"	"Not Rated"	"['Comedy', 'Horror', 'Sci-Fi']"	"https://m.media-amazon.com/images/M/MV5BNzcwMTA1MjEzMl5BMl5BanBnXkFtZTcwNzE0MzQ0MQ@@._V1_.jpg"	"An experiment in genetic engineering turns harmless sheep into bloodthirsty killers that terrorize a sprawling New Zealand farm."	""	"weresheep,eaten alive,animal castration,mad lamb disease,lamb"	"5.8"	"40459"
"55555"	"tt0880502"	"Auf der anderen Seite"	"Not Rated"	"['Drama']"	"https://m.media-amazon.com/images/M/MV5BMzgxMzYyNzAyOF5BMl5BanBnXkFtZTcwODY5MjY3MQ@@._V1_.jpg"	"A Turkish man travels to Istanbul to find the daughter of his father&apos;s former girlfriend."	""	"tragic event,child uses a gun,woman arrested,death by slap,political demonstration"	"7.8"	"31909"
"55577"	"tt0890870"	"Saw IV"	"R"	"['Crime', 'Horror', 'Mystery']"	"https://m.media-amazon.com/images/M/MV5BNjc0NjUyNzg3MF5BMl5BanBnXkFtZTYwODMxOTM3._V1_.jpg"	"Despite Jigsaw&apos;s death, and in order to save the lives of two of his colleagues, Lieutenant Rigg is forced to take part in a new game, which promises to test him to the limit."	""	"rape,serial rapist,ex wife,tied to a chair,bound and gagged"	"5.9"	"148446"
"55620"	"tt0912583"	"For the Bible Tells Me So"	"Unrated"	"['Documentary', 'Romance']"	"https://m.media-amazon.com/images/M/MV5BZmE1Mzk4ODUtZWEzZS00MWY2LWFjMTItNmUzM2MxYmJiMWI2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg"	"An exploration of the intersection between religion and homosexuality in the U.S. and how the religious right has used its interpretation of the Bible to stigmatize the gay community."	""	"gay,theologian,protestant,homophobia,christian"	"7.8"	"4445"
